category,model,status,n_candidates,n_tried,elapsed_s,note
bookend,detqsw,graspable,496,5,121.0,i=20 z_rise=0.046
bookend,eyddem,timeout,512,2,203.6,lift 2
bookend,hlpgle,timeout,560,1,222.5,close 1
bookend,huxmnl,timeout,0,0,250.7,settle
bookend,jmodol,timeout,0,0,302.6,settle
bookend,oxfecv,graspable,592,5,10.5,i=17 z_rise=0.045
bookend,rwvcah,graspable,656,26,33.9,i=104 z_rise=0.051
bookend,sgiryo,graspable,256,6,10.8,i=29 z_rise=0.045
bookend,xqyxrq,graspable,592,10,17.1,i=18 z_rise=0.214
bookend,ygynyq,graspable,352,17,24.9,i=41 z_rise=0.098
booth,xzrpar,too_large,0,0,0.0,too_large(max_dim=1.31m)
bottle_of_alcohol,qvhrjh,graspable,720,10,17.6,i=33 z_rise=0.113
bottle_of_alfredo_sauce,xwzqjr,graspable,128,1,3.7,i=1 z_rise=0.066
bottle_of_almond_oil,nlokfa,graspable,368,13,23.9,i=22 z_rise=0.070
bottle_of_ammonia,daasuw,graspable,112,22,31.3,i=61 z_rise=0.043
bottle_of_antihistamines,agavwx,graspable,688,3,5.3,i=4 z_rise=0.086
bottle_of_apple_cider,frekrp,graspable,352,15,20.8,i=39 z_rise=0.253
bottle_of_apple_juice,xvrbdy,no_candidates,0,0,1.7,
bottle_of_aspirin,psvktc,graspable,160,3,6.2,i=4 z_rise=0.070
bottle_of_baby_oil,xpdlrr,graspable,736,7,9.3,i=22 z_rise=0.042
bottle_of_barbecue_sauce,ikbsox,no_candidates,0,0,1.6,
bottle_of_barbecue_sauce,nkqvex,no_candidates,0,0,1.6,
bottle_of_barbecue_sauce,rzevkb,no_grasp,512,117,120.3,
bottle_of_beer,bwaboq,graspable,736,2,4.4,i=2 z_rise=0.041
bottle_of_beer,crfcwo,graspable,480,8,13.4,i=28 z_rise=0.050
bottle_of_beer,dcwvkg,graspable,224,3,6.0,i=5 z_rise=0.074
bottle_of_beer,dqfsgv,graspable,736,4,7.4,i=6 z_rise=0.057
bottle_of_beer,eicnxj,graspable,656,2,4.7,i=4 z_rise=0.041
bottle_of_beer,fcnrqt,graspable,672,1,3.7,i=3 z_rise=0.074
bottle_of_beer,fgzjnb,graspable,624,1,3.8,i=0 z_rise=0.083
bottle_of_beer,gxxbhh,graspable,672,9,14.1,i=22 z_rise=0.083
bottle_of_beer,hauvsg,graspable,688,1,3.7,i=0 z_rise=0.067
bottle_of_beer,ikgezm,graspable,608,7,12.6,i=27 z_rise=0.059
bottle_of_beer,jssuog,graspable,624,2,4.7,i=6 z_rise=0.065
bottle_of_beer,jtgyoo,graspable,624,14,17.0,i=56 z_rise=0.049
bottle_of_beer,jxhtdl,graspable,736,17,20.6,i=56 z_rise=0.043
bottle_of_beer,kqskmv,graspable,640,7,11.2,i=10 z_rise=0.052
bottle_of_beer,meqliv,graspable,432,1,3.7,i=2 z_rise=0.058
bottle_of_beer,mhzpkh,graspable,640,1,3.8,i=1 z_rise=0.040
bottle_of_beer,miiijl,graspable,560,2,4.8,i=6 z_rise=0.051
bottle_of_beer,mljzrl,graspable,656,1,3.7,i=3 z_rise=0.080
bottle_of_beer,nfzzqc,graspable,336,1,3.7,i=0 z_rise=0.069
bottle_of_beer,noxtlc,graspable,752,4,6.7,i=7 z_rise=0.044
bottle_of_beer,phdimo,graspable,752,22,30.1,i=60 z_rise=0.041
bottle_of_beer,qepxvl,graspable,736,6,11.2,i=20 z_rise=0.064
bottle_of_beer,rbpakt,graspable,608,1,3.7,i=2 z_rise=0.070
bottle_of_beer,rdnopv,graspable,608,2,5.3,i=3 z_rise=0.079
bottle_of_beer,rjwdae,graspable,720,4,6.8,i=21 z_rise=0.049
bottle_of_beer,saslsh,graspable,608,3,6.3,i=7 z_rise=0.042
bottle_of_beer,ukbhdj,graspable,688,1,3.7,i=0 z_rise=0.063
bottle_of_beer,vhscym,graspable,288,16,22.3,i=30 z_rise=0.125
bottle_of_beer,xpqnfz,graspable,736,17,23.6,i=48 z_rise=0.047
bottle_of_beer,zbsxro,graspable,528,1,3.7,i=0 z_rise=0.049
bottle_of_beer,zlmwyn,graspable,320,2,4.5,i=2 z_rise=0.061
bottle_of_black_pepper,ejtiig,graspable,160,4,7.1,i=11 z_rise=0.044
bottle_of_black_pepper,honise,graspable,528,2,5.1,i=2 z_rise=0.051
bottle_of_black_pepper,ydzzrv,graspable,224,1,3.7,i=4 z_rise=0.070
bottle_of_black_pepper,zybfok,graspable,352,5,8.5,i=8 z_rise=0.180
bottle_of_bleach_agent,lfjumk,no_grasp,64,20,26.6,
bottle_of_bug_repellent,qqztry,graspable,352,1,3.2,i=1 z_rise=0.042
bottle_of_carrot_juice,jkuhio,no_candidates,0,0,1.7,
bottle_of_catsup,ahoiqe,graspable,464,1,3.3,i=1 z_rise=0.074
bottle_of_catsup,bcqfxb,graspable,784,1,3.5,i=1 z_rise=0.063
bottle_of_catsup,dmyfdf,graspable,304,10,15.7,i=20 z_rise=0.043
bottle_of_catsup,hvxkso,graspable,656,7,9.9,i=15 z_rise=0.073
bottle_of_catsup,ialodu,graspable,304,23,29.8,i=44 z_rise=0.070
bottle_of_caulk,iwhxca,graspable,576,22,26.1,i=72 z_rise=0.040
bottle_of_champagne,ahpwlg,no_grasp,192,76,92.0,
bottle_of_champagne,mjpyvh,graspable,640,30,32.8,i=109 z_rise=0.044
bottle_of_champagne,npsevx,graspable,304,45,57.6,i=171 z_rise=0.044
bottle_of_champagne,pxaayf,graspable,160,22,33.7,i=33 z_rise=0.114
bottle_of_chili_pepper,hjalqq,graspable,224,3,6.0,i=16 z_rise=0.040
bottle_of_chocolate_sauce,tsyldw,graspable,528,3,7.1,i=12 z_rise=0.057
bottle_of_cleaner,svzbeq,graspable,96,1,4.3,i=1 z_rise=0.043
bottle_of_cleaner,ykzonz,graspable,256,7,11.1,i=14 z_rise=0.066
bottle_of_cocoa,ganhpw,graspable,448,4,7.5,i=6 z_rise=0.074
bottle_of_coconut_milk,idenxg,graspable,48,10,14.2,i=30 z_rise=0.045
bottle_of_coconut_oil,rrwzkq,graspable,592,4,7.3,i=26 z_rise=0.062
bottle_of_coconut_water,lsixio,graspable,832,6,8.8,i=7 z_rise=0.187
bottle_of_coffee,zywanc,graspable,496,1,4.0,i=2 z_rise=0.052
bottle_of_coke,bmtvvb,no_grasp,16,0,3.2,
bottle_of_cold_cream,lyzvuk,no_grasp,560,115,119.4,
bottle_of_cologne,lyipur,graspable,528,1,3.5,i=0 z_rise=0.049
bottle_of_conditioner,teafxb,graspable,560,32,33.3,i=155 z_rise=0.059
bottle_of_cooking_oil,ywrkyg,graspable,384,9,18.5,i=20 z_rise=0.053
bottle_of_cranberry_juice,heoxnw,graspable,336,5,12.0,i=14 z_rise=0.053
bottle_of_deicer,xepoez,graspable,128,2,5.3,i=3 z_rise=0.043
bottle_of_detergent,gkpmii,graspable,128,46,62.9,i=127 z_rise=0.044
bottle_of_detergent,qjkmhq,graspable,64,8,12.8,i=18 z_rise=0.076
bottle_of_dish_soap,bnmixt,graspable,272,13,19.3,i=29 z_rise=0.118
bottle_of_disinfectant,faedff,graspable,464,5,8.0,i=8 z_rise=0.077
bottle_of_disinfectant,ucqzck,graspable,208,2,7.0,i=1 z_rise=0.055
bottle_of_essential_oil,eyyhld,no_grasp,96,0,1.8,
bottle_of_essential_oil,wansva,no_grasp,48,19,21.3,
bottle_of_essential_oil,xhoipk,graspable,176,2,4.5,i=8 z_rise=0.080
bottle_of_essential_oil,xvqshn,graspable,96,16,18.8,i=81 z_rise=0.083
bottle_of_essential_oil,yjxvpg,no_grasp,128,13,15.2,
bottle_of_fabric_softener,rmrnev,graspable,192,13,25.4,i=30 z_rise=0.042
bottle_of_face_cream,dztaed,graspable,512,1,3.3,i=0 z_rise=0.051
bottle_of_fennel,ihlkfu,no_grasp,192,21,28.3,
bottle_of_frosting,eqdsmn,no_grasp,16,7,11.2,
bottle_of_fruit_punch,azcigi,graspable,928,3,5.8,i=5 z_rise=0.094
bottle_of_fruit_punch,ykfnwi,no_grasp,48,7,11.9,
bottle_of_garlic_sauce,ucnmax,no_grasp,16,7,8.8,
bottle_of_gin,qzgcdx,graspable,144,7,16.0,i=24 z_rise=0.050
bottle_of_ginger,drqhzo,graspable,192,30,42.2,i=60 z_rise=0.049
bottle_of_ginger_beer,zkocwb,graspable,688,1,3.3,i=0 z_rise=0.055
bottle_of_glass_cleaner,yukmlw,graspable,96,8,8.1,i=19 z_rise=0.071
bottle_of_glue,evtytd,no_grasp,208,33,34.8,
bottle_of_ground_cloves,vzamzb,graspable,336,3,6.1,i=14 z_rise=0.057
bottle_of_ground_mace,lgpxro,graspable,256,3,5.8,i=10 z_rise=0.047
bottle_of_ground_nutmeg,qebruq,graspable,208,2,4.8,i=3 z_rise=0.049
bottle_of_hot_sauce,zqhkzh,graspable,80,3,5.7,i=28 z_rise=0.047
bottle_of_lacquer,cykzcp,graspable,256,3,6.7,i=3 z_rise=0.074
bottle_of_lavender_oil,csalbx,graspable,304,10,13.0,i=21 z_rise=0.057
bottle_of_lemon_juice,vsjter,graspable,384,50,60.0,i=187 z_rise=0.048
bottle_of_lemon_sauce,iyijeb,graspable,224,3,5.7,i=5 z_rise=0.057
bottle_of_lemonade,hqobwj,no_grasp,464,97,108.3,
bottle_of_lighter_fluid,qudpzo,graspable,672,6,9.7,i=16 z_rise=0.072
bottle_of_lime_juice,ouuhaa,graspable,352,43,52.6,i=138 z_rise=0.059
bottle_of_liquid_soap,bhquvg,no_grasp,48,18,20.6,
bottle_of_lotion,tkryrh,graspable,848,3,5.7,i=7 z_rise=0.074
bottle_of_lubricant,bjfgim,graspable,272,6,10.2,i=10 z_rise=0.091
bottle_of_maple_syrup,qfgewi,graspable,192,1,4.6,i=2 z_rise=0.056
bottle_of_mayonnaise,cirpak,graspable,864,21,28.1,i=49 z_rise=0.069
bottle_of_medicine,egondf,graspable,464,5,8.1,i=7 z_rise=0.056
bottle_of_medicine,fmfwng,graspable,416,4,6.8,i=4 z_rise=0.057
bottle_of_medicine,hvocpc,graspable,352,1,3.2,i=1 z_rise=0.075
bottle_of_medicine,kasbsy,graspable,528,2,4.5,i=2 z_rise=0.050
bottle_of_medicine,kqkwoq,graspable,496,3,5.5,i=16 z_rise=0.056
bottle_of_medicine,qqsukh,graspable,512,2,4.5,i=2 z_rise=0.063
bottle_of_medicine,syfpak,graspable,368,7,10.1,i=15 z_rise=0.082
bottle_of_medicine,zfbnjh,graspable,464,3,34.2,i=3 z_rise=0.062
bottle_of_milk,czblzn,no_grasp,496,103,106.7,
bottle_of_milk,ddvsgl,graspable,864,54,60.6,i=250 z_rise=0.053
bottle_of_milk,debqen,no_grasp,544,54,54.8,
bottle_of_milk,gchrwu,graspable,240,14,24.6,i=39 z_rise=0.059
bottle_of_milk,mrejrs,graspable,528,109,112.7,i=307 z_rise=0.055
bottle_of_milk,qsnnbp,graspable,928,30,36.1,i=96 z_rise=0.041
bottle_of_milk,utfsmp,graspable,912,29,32.3,i=94 z_rise=0.055
bottle_of_milk,uuvmfm,no_grasp,384,65,67.0,
bottle_of_milkshake,naxqya,graspable,224,11,22.2,i=24 z_rise=0.073
bottle_of_molasses,jvsjop,graspable,592,21,32.1,i=49 z_rise=0.061
bottle_of_mushroom_sauce,xamfxi,graspable,112,2,5.1,i=4 z_rise=0.067
bottle_of_mustard,qbbqat,graspable,384,6,10.1,i=13 z_rise=0.077
bottle_of_mustard,sjasxe,graspable,832,11,16.8,i=19 z_rise=0.075
bottle_of_mustard_seeds,grryaf,graspable,272,7,11.2,i=35 z_rise=0.066
bottle_of_oil,kzvkyp,graspable,320,25,35.7,i=48 z_rise=0.068
bottle_of_oil,ueanhf,graspable,48,5,13.0,i=14 z_rise=0.044
bottle_of_olive_oil,ajswsh,graspable,832,3,6.0,i=3 z_rise=0.055
bottle_of_olive_oil,cqycjk,graspable,864,8,12.9,i=15 z_rise=0.042
bottle_of_olive_oil,jocrsz,graspable,880,4,7.4,i=9 z_rise=0.063
bottle_of_olive_oil,ksxqkk,graspable,304,3,6.5,i=7 z_rise=0.064
bottle_of_olive_oil,luikop,graspable,576,5,8.4,i=12 z_rise=0.041
bottle_of_olive_oil,lvsfgc,graspable,720,25,32.2,i=75 z_rise=0.069
bottle_of_olive_oil,wztvie,no_grasp,480,72,81.4,
bottle_of_onion_powder,xruqod,graspable,528,5,11.8,i=14 z_rise=0.078
bottle_of_orange_juice,edltwh,graspable,640,4,7.4,i=5 z_rise=0.066
bottle_of_orange_juice,jcvqmb,graspable,368,4,6.7,i=6 z_rise=0.071
bottle_of_orange_juice,rtqqor,no_grasp,16,6,7.8,
bottle_of_paint,volzrj,graspable,864,1,3.9,i=4 z_rise=0.055
bottle_of_paint_remover,abrsty,graspable,896,10,14.7,i=28 z_rise=0.069
bottle_of_papaya_juice,nmfmxy,no_grasp,16,7,10.2,
bottle_of_papaya_juice,tcauim,graspable,880,26,34.1,i=65 z_rise=0.063
bottle_of_paprika,nrdgrp,graspable,176,3,6.6,i=19 z_rise=0.073
bottle_of_peanut_butter,edcvwr,graspable,304,16,22.9,i=30 z_rise=0.045
bottle_of_perfume,ipurzb,graspable,528,5,7.8,i=13 z_rise=0.058
bottle_of_pesticide,yyrecb,graspable,832,1,3.2,i=0 z_rise=0.061
bottle_of_pesto,hyeetr,no_grasp,48,7,12.3,
bottle_of_pizza_sauce,clttao,no_grasp,176,14,18.2,
bottle_of_pop,bqretx,graspable,160,6,9.7,i=8 z_rise=0.077
bottle_of_pop,cmqubs,graspable,912,26,28.7,i=56 z_rise=0.061
bottle_of_pop,dlqmit,graspable,64,18,24.8,i=51 z_rise=0.044
bottle_of_pop,drqbiy,graspable,112,8,120.9,i=16 z_rise=0.044
bottle_of_pop,exapzb,graspable,928,3,79.5,i=5 z_rise=0.055
bottle_of_pop,eyazzi,timeout,752,3,243.0,close 3
bottle_of_pop,ghxeqz,graspable,944,4,9.2,i=8 z_rise=0.054
bottle_of_pop,gkwdyt,graspable,816,33,30.0,i=82 z_rise=0.041
bottle_of_pop,haoywb,graspable,960,5,8.5,i=14 z_rise=0.050
bottle_of_pop,hjrwqb,graspable,496,11,16.1,i=31 z_rise=0.051
bottle_of_pop,iynssk,graspable,800,20,23.3,i=56 z_rise=0.049
bottle_of_pop,jnoksl,graspable,544,1,3.3,i=0 z_rise=0.060
bottle_of_pop,kviogj,graspable,960,2,5.0,i=9 z_rise=0.355
bottle_of_pop,mdznsn,graspable,976,6,9.8,i=18 z_rise=0.049
bottle_of_pop,mhzttm,graspable,944,2,4.2,i=6 z_rise=0.045
bottle_of_pop,msmlud,graspable,448,22,32.9,i=53 z_rise=0.052
bottle_of_pop,nepfjl,graspable,960,28,34.9,i=69 z_rise=0.050
bottle_of_pop,nyupqh,graspable,928,14,20.4,i=26 z_rise=0.059
bottle_of_pop,oeipjl,graspable,576,2,4.9,i=5 z_rise=0.044
bottle_of_pop,oghrnk,graspable,1008,3,5.8,i=5 z_rise=0.057
bottle_of_pop,pfjzkn,graspable,512,28,37.2,i=67 z_rise=0.058
bottle_of_pop,pvabxf,graspable,464,36,51.0,i=98 z_rise=0.043
bottle_of_pop,pyrics,graspable,576,6,10.1,i=13 z_rise=0.052
bottle_of_pop,rhclfg,graspable,528,1,3.2,i=0 z_rise=0.051
bottle_of_pop,ribekf,graspable,816,10,13.3,i=36 z_rise=0.061
bottle_of_pop,sevoto,graspable,928,37,47.0,i=78 z_rise=0.061
bottle_of_pop,tfvmik,graspable,336,12,26.1,i=25 z_rise=0.040
bottle_of_pop,twtsry,graspable,912,44,57.2,i=101 z_rise=0.061
bottle_of_pop,ubazru,graspable,592,26,33.9,i=57 z_rise=0.052
bottle_of_pop,uwdeok,graspable,1008,9,12.0,i=17 z_rise=0.048
bottle_of_pop,uwmchl,graspable,912,30,40.7,i=71 z_rise=0.063
bottle_of_pop,vfjhav,graspable,880,10,13.8,i=26 z_rise=0.052
bottle_of_pop,wmqhul,graspable,960,2,4.9,i=9 z_rise=0.041
bottle_of_pop,wrgmdt,graspable,960,6,9.3,i=14 z_rise=0.056
bottle_of_pop,wuuoes,graspable,928,23,29.3,i=48 z_rise=0.055
bottle_of_pop,xoldze,graspable,960,12,17.4,i=27 z_rise=0.046
bottle_of_pop,xvxcvv,graspable,432,7,10.6,i=20 z_rise=0.043
bottle_of_pop,zjbqvb,no_grasp,48,20,24.0,
bottle_of_pop,zsisxf,no_grasp,208,64,67.8,
bottle_of_pop,zxambx,graspable,928,1,3.5,i=0 z_rise=0.075
bottle_of_poppy_seeds,xdtrgi,graspable,288,3,6.0,i=18 z_rise=0.040
bottle_of_powder,vfabau,graspable,416,63,68.6,i=205 z_rise=0.043
bottle_of_protein_powder,rbvrrp,no_grasp,48,19,20.4,
bottle_of_protein_powder,ysgesq,no_grasp,32,9,11.1,
bottle_of_pumpkin_pie_spice,oindrv,graspable,608,1,4.1,i=2 z_rise=0.042
bottle_of_rum,bnvoux,graspable,272,20,27.5,i=33 z_rise=0.057
bottle_of_rum,oidmvy,graspable,480,24,44.1,i=59 z_rise=0.301
bottle_of_rum,rduqdf,graspable,288,2,4.6,i=6 z_rise=0.048
bottle_of_rum,xdaefn,graspable,528,7,10.0,i=20 z_rise=0.076
bottle_of_sage,bterim,graspable,256,3,6.1,i=4 z_rise=0.053
bottle_of_sake,hbpenm,graspable,400,48,80.7,i=100 z_rise=0.043
bottle_of_sake,luadgb,graspable,384,20,36.1,i=49 z_rise=0.086
bottle_of_sake,mvvomd,graspable,432,1,5.5,i=7 z_rise=0.051
bottle_of_sake,pwtebq,graspable,640,3,6.3,i=5 z_rise=0.044
bottle_of_sake,rctijo,graspable,480,23,42.2,i=59 z_rise=0.117
bottle_of_sake,swlykk,graspable,352,10,13.5,i=20 z_rise=0.076
bottle_of_sake,utwglw,graspable,224,1,3.4,i=0 z_rise=0.041
bottle_of_sake,vfxfuj,no_grasp,112,34,43.6,
bottle_of_sake,zrkfim,graspable,400,9,18.5,i=25 z_rise=0.049
bottle_of_salsa,dvxotd,graspable,464,16,24.1,i=60 z_rise=0.065
bottle_of_salsa,mavope,graspable,384,11,16.7,i=23 z_rise=0.093
bottle_of_salsa,nafwlf,graspable,256,4,7.8,i=8 z_rise=0.057
bottle_of_sealant,nfqpwi,graspable,848,38,52.2,i=104 z_rise=0.047
bottle_of_seasoning,vqwqqv,graspable,176,6,10.4,i=112 z_rise=0.049
bottle_of_sesame_oil,jipawg,graspable,352,4,11.1,i=8 z_rise=0.065
bottle_of_sesame_seeds,lzndie,graspable,304,49,63.2,i=281 z_rise=0.063
bottle_of_shampoo,dvrzmy,graspable,736,6,10.5,i=20 z_rise=0.053
bottle_of_shampoo,hlkpwd,graspable,784,38,39.5,i=139 z_rise=0.055
bottle_of_shampoo,lvvkhx,graspable,496,3,6.1,i=9 z_rise=0.050
bottle_of_shampoo,stjjjm,graspable,592,9,12.8,i=18 z_rise=0.200
bottle_of_skin_cream,ynwxtx,graspable,400,35,37.7,i=120 z_rise=0.051
bottle_of_soda,eqyqlx,graspable,784,8,11.2,i=26 z_rise=0.055
bottle_of_solvent,gsafbo,graspable,368,4,6.9,i=30 z_rise=0.049
bottle_of_soup,maycxf,graspable,752,7,11.3,i=22 z_rise=0.048
bottle_of_soup,xctslq,graspable,688,3,6.1,i=14 z_rise=0.041
bottle_of_sour_cream,pmawft,no_grasp,112,7,8.4,
bottle_of_soy_milk,lyxwhd,graspable,816,30,37.8,i=83 z_rise=0.059
bottle_of_soy_milk,mcjlhs,graspable,848,3,5.7,i=7 z_rise=0.067
bottle_of_soy_sauce,afxisg,graspable,160,7,17.4,i=17 z_rise=0.044
bottle_of_sriracha,gnklax,graspable,208,1,3.5,i=0 z_rise=0.059
bottle_of_strawberry_juice,mlnuza,graspable,960,1,5.2,i=6 z_rise=0.054
bottle_of_sunscreen,prlrwi,graspable,48,1,3.6,i=1 z_rise=0.054
bottle_of_supplements,kgreql,graspable,272,4,6.9,i=4 z_rise=0.049
bottle_of_supplements,oqakev,graspable,128,10,13.6,i=68 z_rise=0.057
bottle_of_tea,iladfg,graspable,400,2,4.5,i=3 z_rise=0.074
bottle_of_tea,yatmrs,graspable,1008,9,12.0,i=17 z_rise=0.066
bottle_of_tea_leaves,pfbtus,no_grasp,192,25,32.0,
bottle_of_tequila,gbozpr,graspable,480,4,9.6,i=11 z_rise=0.056
bottle_of_tomato_juice,csumos,no_grasp,32,5,6.7,
bottle_of_tomato_paste,kkqtjv,no_grasp,16,0,2.6,
bottle_of_tomato_paste,pnshkj,no_candidates,0,0,2.4,
bottle_of_tomato_paste,toeelk,no_grasp,16,5,7.4,
bottle_of_tonic,hpddkk,graspable,816,17,23.4,i=55 z_rise=0.059
bottle_of_tonic,zblovn,graspable,32,3,5.7,i=5 z_rise=0.043
bottle_of_vinegar,snzyfk,graspable,592,3,5.1,i=3 z_rise=0.062
bottle_of_vodka,nwegts,graspable,256,1,4.8,i=0 z_rise=0.061
bottle_of_water,atvnqy,graspable,848,5,7.8,i=10 z_rise=0.057
bottle_of_water,cytqio,graspable,608,7,11.1,i=20 z_rise=0.067
bottle_of_water,cyzaue,graspable,416,2,4.1,i=2 z_rise=0.071
bottle_of_water,eeaimz,graspable,16,4,7.0,i=8 z_rise=0.041
bottle_of_water,emquat,graspable,832,13,18.2,i=27 z_rise=0.051
bottle_of_water,hrzznl,graspable,224,12,16.5,i=25 z_rise=0.042
bottle_of_water,jmwngr,graspable,240,5,8.2,i=8 z_rise=0.137
bottle_of_water,lkpaas,graspable,64,16,19.9,i=53 z_rise=0.053
bottle_of_water,lojipo,graspable,880,2,4.7,i=7 z_rise=0.107
bottle_of_water,migvlt,graspable,960,13,16.8,i=36 z_rise=0.097
bottle_of_water,qaceen,graspable,848,7,11.8,i=15 z_rise=0.140
bottle_of_water,rmtdxh,graspable,752,46,51.4,i=155 z_rise=0.056
bottle_of_water,rrkhva,graspable,224,8,14.3,i=17 z_rise=0.058
bottle_of_water,suytyi,graspable,720,6,11.0,i=30 z_rise=0.069
bottle_of_water,sxffiv,graspable,928,2,4.5,i=5 z_rise=0.045
bottle_of_whiskey,aipxlu,graspable,128,7,12.6,i=8 z_rise=0.144
bottle_of_whiskey,hejqyo,graspable,352,15,29.6,i=42 z_rise=0.165
bottle_of_whiskey,jfjclv,graspable,736,11,19.9,i=33 z_rise=0.073
bottle_of_whiskey,lzjuvy,graspable,432,1,4.6,i=7 z_rise=0.144
bottle_of_whiskey,mtwsme,graspable,736,33,42.4,i=88 z_rise=0.059
bottle_of_whiskey,pyfpss,graspable,544,25,41.1,i=102 z_rise=0.067
bottle_of_whiskey,tihatc,graspable,496,22,25.8,i=62 z_rise=0.047
bottle_of_whiskey,wfflbd,graspable,192,11,15.2,i=57 z_rise=0.071
bottle_of_whiskey,wmpcxu,graspable,624,32,39.9,i=90 z_rise=0.049
bottle_of_wine,bmudli,graspable,608,3,5.2,i=4 z_rise=0.050
bottle_of_wine,cldder,graspable,992,74,87.1,i=193 z_rise=0.055
bottle_of_wine,dawhco,graspable,208,35,45.1,i=79 z_rise=0.063
bottle_of_wine,dbccri,no_grasp,160,59,74.5,
bottle_of_wine,dijgvu,graspable,352,1,3.7,i=1 z_rise=0.056
bottle_of_wine,fzuiwy,graspable,640,44,56.5,i=122 z_rise=0.042
bottle_of_wine,gaqzfq,no_grasp,112,46,66.9,
bottle_of_wine,hnkiog,graspable,880,8,11.8,i=23 z_rise=0.069
bottle_of_wine,ivuvbv,graspable,832,6,8.8,i=7 z_rise=0.091
bottle_of_wine,jdqahn,graspable,800,24,29.8,i=96 z_rise=0.060
bottle_of_wine,jivcff,graspable,336,17,28.6,i=40 z_rise=0.087
bottle_of_wine,klbwkf,graspable,624,2,5.3,i=6 z_rise=0.069
bottle_of_wine,kqokhv,no_grasp,176,75,108.5,
bottle_of_wine,lacaoa,graspable,512,63,80.9,i=162 z_rise=0.110
bottle_of_wine,nhmtvt,graspable,608,4,7.8,i=18 z_rise=0.053
bottle_of_wine,njoeiz,graspable,576,9,13.2,i=21 z_rise=0.049
bottle_of_wine,ntzera,graspable,224,4,7.3,i=12 z_rise=0.042
bottle_of_wine,oldpru,graspable,688,2,6.1,i=3 z_rise=0.117
bottle_of_wine,oslewp,graspable,528,3,7.1,i=5 z_rise=0.051
bottle_of_wine,pgfplm,graspable,816,30,43.2,i=83 z_rise=0.057
bottle_of_wine,pzhwxn,graspable,352,7,11.8,i=11 z_rise=0.057
bottle_of_wine,qtefba,graspable,192,56,85.6,i=158 z_rise=0.382
bottle_of_wine,qvsnjo,graspable,864,8,12.0,i=15 z_rise=0.044
bottle_of_wine,rfsuxc,graspable,80,2,4.5,i=6 z_rise=0.060
bottle_of_wine,rztiuc,graspable,896,8,13.1,i=20 z_rise=0.055
bottle_of_wine,tisclo,graspable,432,6,10.7,i=20 z_rise=0.050
bottle_of_wine,uoykwx,graspable,640,11,17.4,i=21 z_rise=0.043
bottle_of_wine,vecadn,graspable,784,3,6.3,i=6 z_rise=0.049
bottle_of_wine,vmdwln,graspable,384,5,12.9,i=8 z_rise=0.050
bottle_of_wine,wcokej,graspable,624,4,7.1,i=13 z_rise=0.053
bottle_of_wine,wzdrcl,graspable,880,14,34.4,i=46 z_rise=0.052
bottle_of_wine,xkjyby,graspable,528,4,139.4,i=12 z_rise=0.092
bottle_of_wine,xzipsi,timeout,784,2,199.8,close 2
bottle_of_wine,yaxufs,graspable,512,18,27.8,i=35 z_rise=0.061
bottle_of_wine,ynfvhg,graspable,1024,6,8.5,i=22 z_rise=0.041
bottom_cabinet,bamfsz,too_large,0,0,0.0,too_large(max_dim=0.54m)
bottom_cabinet,bycegi,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,ccjinv,too_large,0,0,0.0,too_large(max_dim=1.81m)
bottom_cabinet,cjcyed,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,dajebq,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,dsbcxl,too_large,0,0,0.0,too_large(max_dim=0.54m)
bottom_cabinet,eluyvx,no_grasp,592,64,80.2,
bottom_cabinet,eupgpt,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,fancyy,too_large,0,0,0.0,too_large(max_dim=1.97m)
bottom_cabinet,gcrjan,too_large,0,0,0.0,too_large(max_dim=0.72m)
bottom_cabinet,getjzo,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,glefdh,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,gvtucm,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,hnxyev,too_large,0,0,0.0,too_large(max_dim=0.69m)
bottom_cabinet,hrdeys,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,ilofmb,too_large,0,0,0.0,too_large(max_dim=0.79m)
bottom_cabinet,immwzb,too_large,0,0,0.0,too_large(max_dim=0.54m)
bottom_cabinet,imyaje,too_large,0,0,0.0,too_large(max_dim=0.69m)
bottom_cabinet,jhymlr,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,jrhgeu,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,kctcuj,too_large,0,0,0.0,too_large(max_dim=1.97m)
bottom_cabinet,kdbgpm,too_large,0,0,0.0,too_large(max_dim=0.91m)
bottom_cabinet,kenkcw,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,kubcdk,too_large,0,0,0.0,too_large(max_dim=0.92m)
bottom_cabinet,kxushk,too_large,0,0,0.0,too_large(max_dim=0.68m)
bottom_cabinet,leizjb,graspable,432,57,81.2,i=158 z_rise=0.443
