category,model,status,n_candidates,n_held,elapsed_s,note,clutter_target,stack_flat_target,liquid_target,food_transfer_target,table_obstacle,wide_opening_container
bottom_cabinet,pllcur,too_large,0,0,0.0,max_dim=0.815,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,pzjecb,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,qacthv,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,qbdweu,too_large,0,0,0.0,max_dim=1.374,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,qkgfln,too_large,0,0,0.0,max_dim=0.915,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,rhdbzv,too_large,0,0,0.0,max_dim=2.338,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,rmmvcd,too_large,0,0,0.0,max_dim=1.954,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,rntwkg,too_large,0,0,0.0,max_dim=0.571,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,rvpunw,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,rvunhj,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,ryznya,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,slgzfc,too_large,0,0,0.0,max_dim=0.542,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,smujam,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,songes,too_large,0,0,0.0,max_dim=0.838,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,sxppcj,too_large,0,0,0.0,max_dim=0.753,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,tolupn,too_large,0,0,0.0,max_dim=0.915,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,ttmejh,too_large,0,0,0.0,max_dim=0.612,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,twhums,too_large,0,0,0.0,max_dim=0.917,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,ujniob,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,vceupd,too_large,0,0,0.0,max_dim=0.915,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,vespxk,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,wesxdp,too_large,0,0,0.0,max_dim=0.856,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,xiurwn,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,xpdbgf,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,xqmipa,too_large,0,0,0.0,max_dim=2.354,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,ybntlp,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,yohygj,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,yxfueo,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet,zuwvdo,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,apjbrw,too_large,0,0,0.0,max_dim=0.610,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,bmsclc,too_large,0,0,0.0,max_dim=0.598,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,exgntg,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,fmelap,too_large,0,0,0.0,max_dim=0.684,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,gjeoer,too_large,0,0,0.0,max_dim=2.814,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,gjrero,too_large,0,0,0.0,max_dim=0.730,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,motill,too_large,0,0,0.0,max_dim=0.607,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,ncgmqr,too_large,0,0,0.0,max_dim=0.696,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,ozzcvs,too_large,0,0,0.0,max_dim=0.675,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,pluwfl,too_large,0,0,0.0,max_dim=0.734,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,qohxjq,too_large,0,0,0.0,max_dim=0.615,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,qudfwe,too_large,0,0,0.0,max_dim=0.682,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,rkgjer,too_large,0,0,0.0,max_dim=3.063,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,spojpj,too_large,0,0,0.0,max_dim=0.618,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,ufhpbn,too_large,0,0,0.0,max_dim=0.914,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,vdedzt,too_large,0,0,0.0,max_dim=0.629,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,vzzafs,too_large,0,0,0.0,max_dim=0.868,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,wamrju,too_large,0,0,0.0,max_dim=0.603,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bottom_cabinet_no_top,wtnrwl,too_large,0,0,0.0,max_dim=0.818,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bouillon_cube,ctzwzz,no_grasp,200,0,1.7,max_dim=0.029,not_suitable,not_suitable,not_suitable,possible,not_suitable,not_suitable
boulder,aqgqkc,too_large,0,0,0.0,max_dim=1.185,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,axxuoc,too_large,0,0,0.0,max_dim=1.494,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,cystrq,no_grasp,200,0,1.4,max_dim=0.329,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,flldzz,too_large,0,0,0.0,max_dim=0.663,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,fplkmx,no_grasp,200,0,1.5,max_dim=0.281,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,gptwey,too_large,0,0,0.0,max_dim=0.501,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,ibmosd,no_grasp,200,0,1.6,max_dim=0.491,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,jzbcis,no_grasp,200,0,1.5,max_dim=0.263,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,kmiazp,too_large,0,0,0.0,max_dim=1.248,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,kmzdov,too_large,0,0,0.0,max_dim=1.447,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,lwndzg,no_grasp,200,0,1.6,max_dim=0.417,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,qaepnw,no_grasp,200,0,1.5,max_dim=0.282,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,vxbkjq,too_large,0,0,0.0,max_dim=1.627,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,whsafp,not_ready,0,0,0.0,max_dim=0.361,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,wxvbzg,no_grasp,200,0,1.6,max_dim=0.275,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
boulder,zzvigh,too_large,0,0,0.0,max_dim=0.688,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bouquet,hrvulc,not_ready,0,0,0.0,max_dim=0.369,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
bow,fhchql,no_grasp,200,0,1.7,max_dim=0.039,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bow,puwdwq,no_grasp,200,0,2.0,max_dim=0.100,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
bowl,adciys,no_grasp,200,0,2.5,max_dim=0.150,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,ajzltc,no_grasp,200,0,2.1,max_dim=0.118,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,aspeds,no_grasp,200,0,1.9,max_dim=0.145,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,belcml,no_grasp,200,0,2.2,max_dim=0.168,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,bexgtn,no_grasp,200,0,1.6,max_dim=0.276,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,byzaxy,graspable,200,5,64.0,max_dim=0.306,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,ckxwea,graspable,200,5,15.5,max_dim=0.492,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,cypjlv,graspable,200,5,32.2,max_dim=0.247,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,dalyim,graspable,200,5,13.0,max_dim=0.150,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,eawgwj,graspable,200,5,17.6,max_dim=0.146,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,eipwho,graspable,200,5,17.0,max_dim=0.108,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,fedafr,graspable,200,5,13.0,max_dim=0.222,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,feuaak,graspable,200,5,16.2,max_dim=0.261,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,fiarri,graspable,200,5,18.4,max_dim=0.117,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,fwdfeg,graspable,200,5,10.4,max_dim=0.150,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,haewxp,graspable,200,5,78.5,max_dim=0.372,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,hitnkv,not_ready,0,0,0.0,max_dim=0.125,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,hpqjug,graspable,200,5,17.2,max_dim=0.162,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,hynhgz,graspable,200,5,50.6,max_dim=0.192,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,jblalf,graspable,200,5,37.4,max_dim=0.169,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,jfvjep,graspable,200,5,12.6,max_dim=0.148,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,jhtxxh,not_ready,0,0,0.0,max_dim=0.264,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,jpvcjv,graspable,200,5,12.2,max_dim=0.199,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,kasebx,graspable,200,5,17.7,max_dim=0.143,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,kdkrov,not_ready,0,0,0.0,max_dim=0.179,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,kthvrl,graspable,200,5,10.9,max_dim=0.093,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,lgaxzt,graspable,200,4,118.2,max_dim=0.439,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,mspdar,graspable,200,5,16.6,max_dim=0.117,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,nkkhbn,graspable,200,5,24.9,max_dim=0.202,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,nmhxfz,graspable,200,5,26.1,max_dim=0.198,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,npuuir,not_ready,0,0,0.0,max_dim=0.174,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,oyidja,graspable,200,5,14.1,max_dim=0.150,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,pihjqa,graspable,200,5,14.8,max_dim=0.254,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,pyilfa,graspable,200,5,13.8,max_dim=0.111,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,qzodht,not_ready,0,0,0.0,max_dim=0.202,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,rbnyxi,graspable,200,5,27.0,max_dim=0.276,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,rlwpcd,graspable,200,5,14.4,max_dim=0.115,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,sqqahm,graspable,200,5,14.9,max_dim=0.130,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,szgdpc,graspable,200,5,15.6,max_dim=0.157,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,tvtive,graspable,200,5,16.4,max_dim=0.188,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,tyczoo,not_ready,0,0,0.0,max_dim=0.248,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,vccsrl,not_ready,0,0,0.0,max_dim=0.266,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,wryghu,graspable,200,5,47.2,max_dim=0.130,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,wtepsx,graspable,200,5,33.2,max_dim=0.169,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,xplzbo,not_ready,0,0,0.0,max_dim=0.174,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,xpnlup,graspable,200,5,15.6,max_dim=0.150,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowl,ycbbwl,graspable,200,5,42.4,max_dim=0.161,perfect,not_suitable,perfect,not_suitable,perfect,perfect
bowling_ball,qzzett,graspable,200,5,46.4,max_dim=0.220,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_almond_milk,oiiqwq,graspable,200,5,32.1,max_dim=0.209,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_aluminium_foil,lhwgty,graspable,200,5,37.7,max_dim=0.478,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_apple_juice,pttzdw,graspable,200,5,53.8,max_dim=0.149,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_apple_juice,zjzgjy,not_ready,0,0,0.0,max_dim=0.130,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_baking_mix,fmewsz,graspable,200,5,46.9,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,fnbgwd,graspable,200,5,32.0,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,lgusnr,graspable,200,5,35.3,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,ltccey,graspable,200,5,55.9,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,luwlfd,graspable,200,5,22.9,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,qkvqkm,graspable,200,5,46.9,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,uhvkxj,graspable,200,5,30.2,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_mix,xcxrek,graspable,200,5,35.0,max_dim=0.153,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_powder,vzgrlv,graspable,200,5,18.9,max_dim=0.188,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_powder,zevydc,graspable,200,5,19.8,max_dim=0.187,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_baking_soda,pskrgy,graspable,200,5,23.1,max_dim=0.133,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_barley,lxpwnw,graspable,200,5,72.1,max_dim=0.190,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_beer,lzrdiz,graspable,200,5,22.9,max_dim=0.192,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_beer,ubvfih,no_grasp,200,0,64.9,max_dim=0.377,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_brown_sugar,kqyevo,graspable,200,5,43.0,max_dim=0.165,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_butter,mfjuil,graspable,200,5,24.4,max_dim=0.149,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_butter,oixapu,graspable,200,5,36.7,max_dim=0.170,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_candy,gvreky,graspable,200,5,21.5,max_dim=0.202,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_candy,jodwfv,graspable,200,5,55.0,max_dim=0.219,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cane_sugar,cqlofx,graspable,200,5,36.1,max_dim=0.181,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cane_sugar,gpbobo,graspable,200,5,34.9,max_dim=0.141,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cane_sugar,pozpqi,not_ready,0,0,0.0,max_dim=0.141,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cane_sugar,qvjiti,graspable,200,5,65.1,max_dim=0.165,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cane_sugar,rvsivw,graspable,200,5,45.4,max_dim=0.176,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,dkhgxn,graspable,200,5,67.2,max_dim=0.242,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,hcwbzw,graspable,200,5,57.8,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,hosfhj,graspable,200,5,53.0,max_dim=0.220,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,ihedod,graspable,200,5,19.8,max_dim=0.190,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,iucshm,graspable,200,5,67.4,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,pfwgkm,graspable,200,5,17.9,max_dim=0.115,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,qirvmd,graspable,200,5,25.2,max_dim=0.220,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,sgirte,graspable,200,5,23.8,max_dim=0.200,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,surzft,graspable,200,4,110.4,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,tiykku,graspable,200,5,30.5,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,wdkcbu,graspable,200,5,18.0,max_dim=0.200,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,wrlalk,graspable,200,5,25.9,max_dim=0.190,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,ykuyqb,graspable,200,5,22.2,max_dim=0.200,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cereal,yorray,graspable,200,5,22.3,max_dim=0.200,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_champagne,cizogj,not_ready,0,0,0.0,max_dim=0.350,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_champagne,lfygch,not_ready,0,0,0.0,max_dim=0.347,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_champagne,rjsibn,graspable,200,2,88.2,max_dim=0.347,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_chocolates,bdvkbh,graspable,200,5,21.9,max_dim=0.300,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_coconut_milk,dagbyl,not_ready,0,0,0.0,max_dim=0.209,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_coffee,cjtadw,graspable,200,5,35.2,max_dim=0.192,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_coffee,mreyla,graspable,200,5,37.0,max_dim=0.207,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,apjokz,graspable,200,5,13.7,max_dim=0.149,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,dlhqft,graspable,200,5,17.2,max_dim=0.266,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,fsdjun,graspable,200,5,17.4,max_dim=0.155,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,fzlaol,graspable,200,5,42.8,max_dim=0.283,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,hdgsxz,graspable,200,5,21.8,max_dim=0.205,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,jtalxs,graspable,200,5,26.6,max_dim=0.205,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,levwda,graspable,200,5,18.9,max_dim=0.253,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,lwhbid,graspable,200,5,13.3,max_dim=0.113,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,nirfva,graspable,200,5,25.9,max_dim=0.206,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,nnfisz,graspable,200,5,25.3,max_dim=0.211,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,ohhshb,graspable,200,5,45.2,max_dim=0.283,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,qkzrdd,graspable,200,5,37.5,max_dim=0.170,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,sjcnoq,graspable,200,5,26.0,max_dim=0.224,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cookies,swilxz,graspable,200,5,86.0,max_dim=0.167,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_corn_flakes,zbwzkq,graspable,200,1,100.5,max_dim=0.338,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_crackers,cmdigf,graspable,200,5,50.0,max_dim=0.190,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_cream,njrpai,graspable,200,5,11.4,max_dim=0.028,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_flour,ylezpk,graspable,200,5,39.4,max_dim=0.225,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_fruit,jsgbcz,too_large,0,0,0.0,max_dim=0.534,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_fruit,jzfgwc,too_large,0,0,0.0,max_dim=0.576,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_granola_bars,awombj,graspable,200,5,29.4,max_dim=0.150,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_granola_bars,bqeeki,graspable,200,5,35.0,max_dim=0.150,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_granola_bars,tqwhvz,graspable,200,5,24.5,max_dim=0.150,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_ice_cream,joizft,graspable,200,5,14.4,max_dim=0.244,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_lasagna,oaonbr,graspable,200,5,36.9,max_dim=0.226,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_lemons,suhxjl,not_ready,0,0,0.0,max_dim=0.154,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_milk,ahmgjv,not_ready,0,0,0.0,max_dim=0.295,not_suitable,not_suitable,possible,not_suitable,possible,not_suitable
box_of_oatmeal,jtqeef,graspable,200,1,108.2,max_dim=0.248,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_oatmeal,rabeel,graspable,200,5,40.4,max_dim=0.242,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_oatmeal,zkggxm,graspable,200,2,112.1,max_dim=0.273,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_raspberries,rxvopf,not_ready,0,0,0.0,max_dim=0.156,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_rice,fvulow,graspable,200,5,58.4,max_dim=0.200,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_rice,pstqvm,graspable,200,5,89.9,max_dim=0.204,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_rice,yyheuw,graspable,200,5,107.7,max_dim=0.204,not_suitable,not_suitable,not_suitable,not_suitable,possible,not_suitable
box_of_rum,lnjbjj,graspable,200,5,63.7,max_dim=0.309,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_rum,lvruzr,graspable,200,1,105.7,max_dim=0.215,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_rum,tumgbj,graspable,200,2,103.4,max_dim=0.263,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_rum,xlhqjr,graspable,200,4,85.1,max_dim=0.297,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_sake,abpqcs,no_grasp,200,0,93.9,max_dim=0.380,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_sake,azjfky,no_grasp,200,0,102.1,max_dim=0.380,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
box_of_sake,hxrhoc,no_grasp,200,0,118.9,max_dim=0.380,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable,not_suitable
